"","X.1","place","subject","identifier","type","lastname","firstname","translator","title","volume","edition","place_4","place_3","place_2","publisher","year","format","ISBN","ISSN","ISMN","EAN.UPC","binding.price","language","country","date.of.publication","description","collective.title","links","relation","rights","subject.headings","connected.titles","uniform.title","frequency","wv.number","Freq","X","latitude","longitude","author"
"9617",9617,"Budapest","59 Belletristik","ISBN:963-296-515-9 kart. : Ft 749.00, IDN:966629957",NA,"Birkner","Friede",NA,"Csodák csodája / Friede Birkner. [Ford.: Várnai Péter]","","",NA,NA,NA," Bastei Budapest K.",2002,"219 S. ; 18 cm","963-296-515-9",NA,NA,NA,"kart. : Ft 749.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler lányának regényei; Bastei Romantik","","",NA,"","","Gibt's denn so was? <ungar.>",NA,"03,G02,1898",1015,262,47.4979937,19.0403594,"Birkner, Friede"
"9624",9624,"Budapest","59 Belletristik","ISBN:963-296-278-8 kart. : Ft 596.00, IDN:958607761",NA,"Birkner","Friede",NA,"Ötöt egy csapásra / Friede Birkner. [Ford.: Várnai Péter]","","",NA,NA,NA," Bastei Budapest K.",1999,"188 S. ; 18 cm","963-296-278-8",NA,NA,NA,"kart. : Ft 596.00","hun","XA-HU","","","Hedwig Courths-Mahler lányának regényei","","",NA,"","","","","00,G02,1765",1015,262,47.4979937,19.0403594,"Birkner, Friede"
"9627",9627,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-643-989-7 Festeinband, IDN:1131588738","","Riebe","Brigitte",NA,"[Riebe] ; A pestis árnyékában / Brigitte Riebe ; fordította Berecz Zsuzsa","","",NA,NA,NA," General Press Könyvkiadó",2017,"343 Seiten ; 21 cm","978-963-643-989-7","",NA,NA,"Festeinband","hun","XA-HU","",NA,"Regényes történelem","","",NA,"Köln ; Pest ; Ausbreitung ; Geschichte 1540","","Brigitte Riebe: Die Pestmagd","","17,A28",1015,262,47.4979937,19.0403594,"Riebe, Brigitte"
"9631",9631,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-643-653-7 Pp. : Ft 3900.00, IDN:1065270542","","Lorentz","Iny",NA,"A remény földjén / Iny Lorentz. [Ford. B. Szabó Károly]","","",NA,NA,NA," General Press K.",2014,"495 S. ; 21 cm","978-963-643-653-7",NA,NA,NA,"Pp. : Ft 3900.00","hun","XA-HU",NA,NA,"Regényes történelem","","",NA,"Preußen ; Graf ; Sohn ; Rivalität ; Stiefgeschwister ; Auswanderung ; Texas ; Geschichte 1815 ; Belletristische Darstellung","","Das goldene Ufer <ungar.>","","15,A38",1015,262,47.4979937,19.0403594,"Lorentz, Iny"
"9632",9632,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-7042-60-1 kart. : Ft 750.00, IDN:979726530",NA,"Courths-Mahler","Hedwig",NA,"Hajadonvár / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," EX-BB K.",2005,"156 S. ; 18 cm","963-7042-60-1",NA,NA,NA,"kart. : Ft 750.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Auf der Jungfernburg <ungar.>",NA,"07,A08,1844",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9633",9633,"Budapest","59 Belletristik","ISBN:963-07-5232-8 kart. : Ft 36.00, IDN:920702899",NA,"Frischmuth","Barbara"," Máthé, Sándor [Herausgeber]","Kapcsolatok","","",NA,NA,NA," Európa Könyvk.",1990,"202 S. ; 19 cm","963-07-5232-8",NA,NA,NA,"kart. : Ft 36.00","hun","XA-HU","","","Modern könyvtár ; 605","","http://d-nb.info/975128574",NA,"","","Bindungen <ungar.>","","92,G02,1009",1015,262,47.4979937,19.0403594,"Frischmuth, Barbara"
"9634",9634,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-452-249-2 Broschur, IDN:1188248359",NA,"Riebe","Brigitte"," Berecz, Zsuzsa [Übersetzer]","[Riebe] ; Johanna megkísértése / Brigitte Riebe ; fordította Berecz Zsuzsa","","",NA,NA,NA," General Press Könyvkiadó",2019,"319 Seiten ; 20 cm","978-963-452-249-2",NA,NA,NA,"Broschur","hun","XA-HU","",NA,"Regényes történelem","","",NA,"Köln ; Pest ; Ausbreitung ; Geschichte 1540","","Brigitte Riebe: Die Versuchung der Pestmagd",NA,"19,A26",1015,262,47.4979937,19.0403594,"Riebe, Brigitte"
"9635",9635,"Budapest","59 Belletristik","ISBN:963-7505-29-6 kart. : Ft 138.00, IDN:930529448",NA,"Courths-Mahler","Hedwig",NA,"Az igazi asszony : regény / H. Courths-Mahler. [Ford. Wiesner Juliska]","","",NA,NA,NA," Skíz Könyv- és Lapk.",1992,"222 S. ; 16 cm","963-7505-29-6",NA,NA,NA,"kart. : Ft 138.00","hun","XA-HU","","","","","",NA,"","","","","93,G02,0964",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9636",9636,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9681-53-8 kart. : Ft 790.00, IDN:988736837",NA,"Courths-Mahler","Hedwig",NA,"A duhaj kapitány / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," EX-BB K.",2007,"139 S. ; 18 cm","978-963-9681-53-8",NA,NA,NA,"kart. : Ft 790.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Der tolle Hassberg <ungar.>",NA,"08,A37,1905",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9642",9642,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-452-253-9 Broschur, 963-452-253-X, IDN:1190586819",NA,"Link","Charlotte"," Dobosi, Beáta [Übersetzer]","[Link] ; Fogócska / Charlotte Link ; fordította Dobosi Beáta","","",NA,NA,NA," General Press Könyvkiadó",2019,"511 Seiten ; 20 cm","978-963-452-253-9",NA,NA,NA,"Broschur","hun","XA-HU","",NA,"","","",NA,"","","Charlotte Link: Die Suche",NA,"19,A36",1015,262,47.4979937,19.0403594,"Link, Charlotte"
"9645",9645,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-7853-68-5 Pp. : Ft 890.00, IDN:970917953",NA,"Jelinek","Elfriede",NA,"Kis csukák : regény / Elfriede Jelinek. [Tandori Dezső ford.]","","",NA,NA,NA," Ab Ovo",1998,"152 S. ; 24 cm","963-7853-68-5",NA,NA,NA,"Pp. : Ft 890.00","hun","XA-HU","","","","","",NA,"","","Die Liebhaberinnen <ungar.>","","94,P01",1015,262,47.4979937,19.0403594,"Jelinek, Elfriede"
"9646",9646,"Budapest","59 Belletristik","ISBN:963-07-6100-9 kart. : Ft 750.00, 963-07-6100-6 (falsch) kart. : Ft 750.00, IDN:949909106",NA,"Fischer","Marie Louise",NA,"Senta kisasszony / Marie Louise Fischer. [Ford.: Lendvay Katalin]","","",NA,NA,NA," Európa Könyvk.",1996,"431 S. ; 20 cm","963-07-6100-9",NA,NA,NA,"kart. : Ft 750.00","hun","XA-HU","","","","","",NA,"","","Das Mädchen Senta <ungar.>","","97,G03,1738",1015,262,47.4979937,19.0403594,"Fischer, Marie Louise"
"9647",9647,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-7042-48-2 kart. : Ft 850.00, IDN:979726514",NA,"Courths-Mahler","Hedwig",NA,"A fogadott lány / Hedwig Courths-Mahler. [Ford.: Kohajda Gizella]","","",NA,NA,NA," EX-BB K.",2005,"204 S. ; 18 cm","963-7042-48-2",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Die Adoptivtochter <ungar.>",NA,"07,A08,1843",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9648",9648,"Budapest","59 Belletristik","ISBN:963-8338-03-2 kart. : Ft 298.00, IDN:940531585",NA,"Heimburg","Wilhelmine",NA,"Lizett szerelme / Heimburg. [Ford.: W. Nagy Anna]","","",NA,NA,NA," Könyvműhely",1993,"294 S. ; 20 cm","963-8338-03-2",NA,NA,NA,"kart. : Ft 298.00","hun","XA-HU","","","","","",NA,"","","","","94,G03,1460",1015,262,47.4979937,19.0403594,"Heimburg, Wilhelmine"
"9653",9653,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9681-77-4 kart. : Ft 850.00, IDN:99205978X",NA,"Courths-Mahler","Hedwig"," Kohajda, Gizella [Übersetzer]","Otthon, édes otthon! / Hedwig Courths-Mahler. [Ford. Kohajda Gizella]","","",NA,NA,NA," EX-BB K.",2008,"154 S. ; 18 cm","978-963-9681-77-4",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Heimchen, wie lieb' ich dich <ungar.>",NA,"09,A28,1742",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9655",9655,"Budapest","59 Belletristik","ISBN:963-8248-54-8 kart. : Ft 246.00, IDN:941600785",NA,"Courths-Mahler","Hedwig",NA,"Szigethercegnő / Hedwig Courths-Mahler. [Ford.: Szirmai Éva]","","",NA,NA,NA," Bastei Budapest K.",1994,"188 S. ; 18 cm","963-8248-54-8",NA,NA,NA,"kart. : Ft 246.00","hun","XA-HU","","","Hedwig Courths-Mahler: [Regények] Hedwig Courths-Mahler regényei, 1950 : Verfasser","","http://d-nb.info/941600645",NA,"","","","","95,G01,1495",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9660",9660,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9681-90-3 kart. : Ft 850.00, IDN:992064007",NA,"Courths-Mahler","Hedwig"," Bíró, Péter [Übersetzer]","Tiéd a szívem / Hedwig Courths-Mahler. [Ford.: Bíró Péter]","","",NA,NA,NA," EX-BB K.",2008,"154 S. ; 18 cm","978-963-9681-90-3",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Des Herzens süße Not <ungar.>",NA,"09,A35,1971",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9670",9670,"Budapest","59 Belletristik","ISBN:963-8248-99-8 kart. : Ft 246.00, IDN:945450842",NA,"Courths-Mahler","Hedwig",NA,"Magdalena áldozata / Hedwig Courths-Mahler. [Ford.: Szalay Judit]","","",NA,NA,NA," Bastei Budapest K.",1994,"204 S. ; 18 cm","963-8248-99-8",NA,NA,NA,"kart. : Ft 246.00","hun","XA-HU","","","Hedwig Courths-Mahler: [Regények] Hedwig Courths-Mahler regényei, 1950 : Verfasser","","http://d-nb.info/941600645",NA,"","","","","96,G01,0952",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9674",9674,"Budapest","59 Belletristik","ISBN:963-8219-12-2 kart., IDN:948757159",NA,"Baum","Vicki",NA,"Helene doktorkisasszony : regény / Vicki Baum. [Ford.: Bródy Lili]","","Átd., 2. k.",NA,NA,NA," Rózsa",1996,"302 S. ; 20 cm","963-8219-12-2",NA,NA,NA,"kart.","hun","XA-HU","","","","","",NA,"","","Stud. chem. Helene Willfüer <ungar.>","","97,G01,1707",1015,262,47.4979937,19.0403594,"Baum, Vicki"
"9680",9680,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-14-2815-5 Festeinband, IDN:1071336010","","Petrowskaja","Katja",NA,"[Vielleicht Esther] ; Talán Eszter : történetek / Katya Petrovszkaja ; fordította Kurdi Imre","","",NA,NA,NA," Magvető",2015,"291 Seiten ; 20 cm","978-963-14-2815-5",NA,NA,NA,"Festeinband","hun","XA-HU","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1071336010/04]","",NA,"Ukraine ; Geschichte 1939-1945","","Vielleicht Esther","","16,A49",1015,262,47.4979937,19.0403594,"Petrowskaja, Katja"
"9689",9689,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9480-17-7 kart. : Ft 878.00, IDN:969862601",NA,"Courths-Mahler","Hedwig",NA,"Ártatlanul vezekelve / Hedwig Courths-Mahler. [Ford.: Kohajda Gizella]","","",NA,NA,NA," Ex-BB K.",2002,"285 S. ; 18 cm","963-9480-17-7",NA,NA,NA,"kart. : Ft 878.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Unschuldig schuldig <ungar.>",NA,"04,A09,1554",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9690",9690,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9681-98-9 kart. : Ft 850.00, IDN:997600276","","Courths-Mahler","Hedwig",NA,"A legszentebb törvény / Hedwig Courths-Mahler. [Ford.: Váry Alíz]","","",NA,NA,NA," EX-BB K.",2009,"154 S. ; 18 cm","978-963-9681-98-9","",NA,NA,"kart. : Ft 850.00","hun","XA-HU","",NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Das Heiligtum des Herzens <ungar.>","","10,A17",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9695",9695,"Budapest","59 Belletristik","ISBN:963-296-180-3 kart. : Ft 468.00, IDN:95545509X",NA,"Birkner","Friede",NA,"Szívek doktornője / Friede Birkner. [Ford.: Várnai Péter]","","",NA,NA,NA," Bastei Budapest K.",1998,"187 S. ; 18","963-296-180-3",NA,NA,NA,"kart. : Ft 468.00","hun","XA-HU","","","","","",NA,"","","","","99,G02,1229",1015,262,47.4979937,19.0403594,"Birkner, Friede"
"9696",9696,"Budapest","59 Belletristik","ISBN:963-7744-38-X kart. : Ft 398.00, IDN:947914536",NA,"Danella","Utta",NA,"Szivárvány / Utta Danella. [Ford.: Tandori Dezső]","","",NA,NA,NA," Falukönyv-Ciceró",1994,"382 S. ; 20 cm","963-7744-38-X",NA,NA,NA,"kart. : Ft 398.00","hun","XA-HU","","","","","",NA,"","","Tanz auf dem Regenbogen <ungar.>","","96,G04,1846",1015,262,47.4979937,19.0403594,"Danella, Utta"
"9698",9698,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-643-856-2 Festeinband, IDN:1094917125","","Riebe","Brigitte"," Szabó Károly, B. [Übersetzer]","[Riebe] ; A három grácia / Brigitte Riebe ; fordította B. Szabó Károly","","",NA,NA,NA," General Press Könyvkiadó",2016,"399 Seiten ; 20 cm","978-963-643-856-2",NA,NA,NA,"Festeinband","hun","XA-HU","",NA,"Regényes történelem","","",NA,"Martin Luther ; Lucas Cranach ; Wittenberg ; Kriminalfall ; Geschichte 1528","","Brigitte Riebe: Die geheime Braut",NA,"16,A18",1015,262,47.4979937,19.0403594,"Riebe, Brigitte"
"9699",9699,"Budapest","59 Belletristik","ISBN:963-8289-46-5 Pp., IDN:944241816",NA,"Nöstlinger","Christine",NA,"Csíkos pulcsi garmadával / Christine Nöstlinger. Ford. Sárközy Elga. [Ill. Christiana Nöstlinger]","","",NA,NA,NA," Magyar Könyvklub",1994,"124 S. : Ill. ; 20 cm","963-8289-46-5",NA,NA,NA,"Pp.","hun","XA-HU","","","","","",NA,"","","Streifenpullis stapelweise <ungar.>","","95,G04,1428",1015,262,47.4979937,19.0403594,"Nöstlinger, Christine"
"9700",9700,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-643-457-1 Festeinband : EUR 10.00, IDN:1045290521","","Riebe","Brigitte",NA,"[Auge des Mondes] ; A holdistennő / Brigitte Riebe ; fordította B. Szabó Károly","","",NA,NA,NA," General Press",2013,"245 Seiten ; 21 cm","978-963-643-457-1",NA,NA,NA,"Festeinband : EUR 10.00","hun","XA-HU","",NA,"Regényes történelem","Inhaltsverzeichnis [http://d-nb.info/1045290521/04]","",NA,"Ägypten &lt;Altertum> ; Erzählerin ; Katze ; Geschichte 525 v. Chr.","","Auge des Mondes",NA,"94,P01",1015,262,47.4979937,19.0403594,"Riebe, Brigitte"
"9701",9701,"Budapest","59 Belletristik","ISBN:963-7846-21-2 kart. : Ft 350.00, IDN:942239571",NA,"Fischer","Marie Louise",NA,"Menekülés a háremből : regény / Marie Louise Fischer. [Hungarian transl.: Menkó Krisztián]","","",NA,NA,NA," K.u.K.K.",1994,"319 S. ; 19 cm","963-7846-21-2",NA,NA,NA,"kart. : Ft 350.00","hun","XA-HU","","","","","",NA,"","","Flucht aus dem Harem <ungar.>","","95,G02,1462",1015,262,47.4979937,19.0403594,"Fischer, Marie Louise"
"9702",9702,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-7042-87-3 kart. : Ft 870.00, IDN:980837502",NA,"Courths-Mahler","Hedwig",NA,"Sanna házassága / Hedwig Courths-Mahler. [Ford.: Kohajda Gizella]","","",NA,NA,NA," EX-BB K.",2006,"188 S. ; 18 cm","963-7042-87-3",NA,NA,NA,"kart. : Ft 870.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Sanna Rutlands Ehe <ungar.>",NA,"07,A16,1581",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9704",9704,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-234-567-3 kart. : Ft 158.00, IDN:931369614",NA,"Holland","Katrin",NA,"... És újra kezdődik az élet / Katrin Holland. [Ford.: Boni Gáspár Gitta]","","",NA,NA,NA," Sierra",1992,"247 S. ; 16 cm","963-234-567-3",NA,NA,NA,"kart. : Ft 158.00","hun","XA-HU","","","Lady könyvek; Világsiker","","",NA,"","","","","93,G04,1093",1015,262,47.4979937,19.0403594,"Holland, Katrin"
"9710",9710,"Budapest","59 Belletristik","ISBN:963-07-5574-2 kart. : Ft 350.00, IDN:931732670",NA,"Fischer","Marie Louise",NA,"Túláradó szeretet / Marie Louise Fischer. Ford. Haynal Katalin","","",NA,NA,NA," Európa Könyvk.",1993,"374 S. ; 20 cm","963-07-5574-2",NA,NA,NA,"kart. : Ft 350.00","hun","XA-HU","","","","","",NA,"","","Zu viel Liebe <ungar.>","","94,G01,0624",1015,262,47.4979937,19.0403594,"Fischer, Marie Louise"
"9712",9712,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-643-820-3 Festeinband, IDN:1081924918","","Lark","Sarah",NA,"[Der Klang des Muschelhorns] ; A kagylókürt hangja / Sarah Lark ; fordította Szalai Lajos","","",NA,NA,NA," General Press könyvkiadó",2015,"730 Seiten ; 20 cm","978-963-643-820-3",NA,NA,NA,"Festeinband","hun","XA-HU","",NA,"Regényes történelem","Inhaltsverzeichnis [http://d-nb.info/1081924918/04]","",NA,"Neuseeland ; Familie ; Landwirtschaftlicher Betrieb ; Existenzkampf ; Geschichte 1863","","Der Klang des Muschelhorns","","16,A07",1015,262,47.4979937,19.0403594,"Lark, Sarah"
"9713",9713,"Budapest","59 Belletristik","ISBN:963-296-090-4 kart. : Ft 358.00, IDN:951053590",NA,"Courths-Mahler","Hedwig",NA,"A végzetes levél / Hedwig Courths-Mahler. [Ford.: Komáromy Rudolf]","","",NA,NA,NA," Bastei Budapest K.",1997,"189 S. ; 18 cm","963-296-090-4",NA,NA,NA,"kart. : Ft 358.00","hun","XA-HU","","","Hedwig Courths-Mahler: [Regények] Hedwig Courths-Mahler regényei, 1950 : Verfasser","","http://d-nb.info/941600645",NA,"","","","","97,G04,1393",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9714",9714,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-7042-76-8 kart. : Ft 790.00, IDN:979726603",NA,"Courths-Mahler","Hedwig",NA,"Erika / Hedwig Courths-Mahler. [Ford.: Erdélyi Margit]","","",NA,NA,NA," EX-BB K.",2006,"140 S. ; 18 cm","963-7042-76-8",NA,NA,NA,"kart. : Ft 790.00","hun","XA-HU",NA,NA,"Bastei Romantik; Hedwig Courths-Mahler felejthetetlen szerelmes regényei","","",NA,"","","Sei tapfer, Erika <ungar.>",NA,"07,A08,1842",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9716",9716,"Budapest","59 Belletristik","ISBN:963-296-234-6 kart. : Ft 546.00, IDN:956908403",NA,"Birkner","Friede",NA,"Vagyon és vér / Friede Birkner. [Ford.: Várnai Péter]","","",NA,NA,NA," Bastei Budapest K.",1998,"187 S. ; 18 cm","963-296-234-6",NA,NA,NA,"kart. : Ft 546.00","hun","XA-HU","","","","","",NA,"","","","","99,G04,1267",1015,262,47.4979937,19.0403594,"Birkner, Friede"
"9717",9717,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9480-98-3 kart. : Ft 720.00, IDN:972746897",NA,"Courths-Mahler","Hedwig",NA,"Idegen égbolt alatt / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," EX-BB K.",2004,"137 S. ; 18 cm","963-9480-98-3",NA,NA,NA,"kart. : Ft 720.00","hun","XA-HU","",NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Von welcher Art bist du? <ungar.>",NA,"05,A36,1481",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9718",9718,"Budapest","59 Belletristik","ISBN:963-7853-64-2 Pp., IDN:952260360",NA,"Jelinek","Elfriede",NA,"A zongoratanárnő : regény / Elfriede Jelinek. [Ford. Lőrinczy Attila]","","",NA,NA,NA," Ab Ovo",1997,"231 S. ; 24 cm","963-7853-64-2",NA,NA,NA,"Pp.","hun","XA-HU","","","","","",NA,"","","Die Klavierspielerin <ungar.>","","98,G01,1446",1015,262,47.4979937,19.0403594,"Jelinek, Elfriede"
"9720",9720,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:963-9480-44-4 kart. : Ft 850.00, IDN:972270353",NA,"Courths-Mahler","Hedwig",NA,"Minden út összefut / Hedwig Courths-Mahler. [Ford.: Maros Magdolna]","","",NA,NA,NA," EX-BB K.",2003,"254 S. ; 18 cm","963-9480-44-4",NA,NA,NA,"kart. : Ft 850.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Des Schicksals Wellen <ungar.>","","04,A43,1404",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9721",9721,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-279-272-9 Pp. : Ft 2500.00, IDN:1045325112","","Schalansky","Judith"," Nádori, Lídia [Übersetzer]","Darwinregény / Judith Schalansky. [Hungarian transl. Nádori Lídia]","","",NA,NA,NA," Typotex",2013,"222 S. : Ill. ; 20 cm","978-963-279-272-9",NA,NA,NA,"Pp. : Ft 2500.00","hun","XA-HU","",NA,"Science in fiction","","",NA,"Vorpommern ; Biologin ; Lehrerin ; Lebenslüge ; Belletristische Darstellung","","Der Hals der Giraffe <ungar.>",NA,"14,A35",1015,262,47.4979937,19.0403594,"Schalansky, Judith"
"9726",9726,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9711-41-9 kart. : Ft 2790.00, IDN:999251724",NA,"Gier","Kerstin"," Kóbor, Márta [Übersetzer]","Halálom után felbontandó / Kerstin Gier. [Ford.: Kóbor Márta]","","",NA,NA,NA," Trivium K.",2008,"238 S. ; 20 cm","978-963-9711-41-9",NA,NA,NA,"kart. : Ft 2790.00","hun","XA-HU",NA,NA,"","","",NA,"","","Für jede Lösung ein Problem <ungar.>",NA,"10,A34",1015,262,47.4979937,19.0403594,"Gier, Kerstin"
"9727",9727,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-14-2853-7 Pp. : Ft 3490.00, 963-14-2853-2, IDN:1026689449",NA,"Rakusa","Ilma"," Kurdi, Imre [Übersetzer]","Rengeteg tenger : emlékfutamok / Ilma Rakusa. Ford. Kurdi Imre","","",NA,NA,NA," Magvető",2011,"307 S. ; 21 cm","978-963-14-2853-7",NA,NA,NA,"Pp. : Ft 3490.00","hun","XA-HU",NA,NA,"","","",NA,"Europa ; Slowenin ; Staatenlosigkeit ; Identitätsfindung ; Belletristische Darstellung","","Mehr Meer <ungar.>","","13,A27",1015,262,47.4979937,19.0403594,"Rakusa, Ilma"
"9733",9733,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-643-381-9 kart. : Ft 2300.00, IDN:1028221460","","Hagena","Katharina"," Szabó Károly, B. [Übersetzer]","Az almamag íze / Katharina Hagena. [Ford. B. Szabó Károly]","","",NA,NA,NA," General Press K.",2009,"259 S. ; 19 cm","978-963-643-381-9","",NA,NA,"kart. : Ft 2300.00","hun","XA-HU","",NA,"","","",NA,"Großmutter ; Tod ; Enkelin ; Erinnerung ; Belletristische Darstellung","","Der Geschmack von Apfelkernen <ungar.>","","94,P01",1015,262,47.4979937,19.0403594,"Hagena, Katharina"
"9734",9734,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-9681-60-6 kart. : Ft 820.00, IDN:988728419",NA,"Courths-Mahler","Hedwig",NA,"Légy a feleségem! / Hedwig Courths-Mahler. [Ford.: Simon Jolán]","","",NA,NA,NA," EX-BB K.",2007,"140 S. ; 18 cm","978-963-9681-60-6",NA,NA,NA,"kart. : Ft 820.00","hun","XA-HU",NA,NA,"Hedwig Courths-Mahler felejthetetlen szerelmes regényei; Bastei Romantik","","",NA,"","","Ich heirate Bertie <ungar.>",NA,"08,A37,1907",1015,262,47.4979937,19.0403594,"Courths-Mahler, Hedwig"
"9738",9738,"Budapest","830 Deutsche Literatur ; B Belletristik","ISBN:978-963-263-279-7 kart. : Ft 1290.00, IDN:1045289175","","Nick","Dagmar"," Schiff, Julia [Übersetzer]","Beszélgetés árnyakkal : versek / Dagmar Nick. [Németből ford. Schiff Júlia]. Cédrus Művészeti Alapítvány","","",NA,NA,NA," Napkút K.",2012,"69 S. ; 21 cm","978-963-263-279-7",NA,NA,NA,"kart. : Ft 1290.00","hun","XA-HU","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1045289175/04]","",NA,"","","Schattengespräche <ungar.>",NA,"15,A22",1015,262,47.4979937,19.0403594,"Nick, Dagmar"
